timestamp,value,value_scaled,z_score,z_anomaly,isolation_forest_pred,if_anomaly
2013-07-04 00:00:00,69.88083514,-0.3205637551738147,-0.32058581357777505,False,1,False
2013-07-04 01:00:00,71.22022706,-0.005227922087337262,-0.005228281827374663,False,1,False
2013-07-04 02:00:00,70.87780496,-0.08584507122671625,-0.08585097833638963,False,1,False
2013-07-04 03:00:00,68.95939994,-0.5374991660035344,-0.5375361520119046,False,1,False
2013-07-04 04:00:00,69.28355102,-0.4611836012077696,-0.4612153358440506,False,1,False
2013-07-04 05:00:00,70.06096581,-0.2781552158652645,-0.27817435608313446,False,1,False
2013-07-04 06:00:00,69.27976479,-0.46207500123301976,-0.46210679720768216,False,1,False
2013-07-04 07:00:00,69.36960846,-0.440922918631988,-0.4409532591046634,False,1,False
2013-07-04 08:00:00,69.16671394,-0.4886907986210515,-0.48872442606293703,False,1,False
2013-07-04 09:00:00,68.98608257,-0.5312172187748345,-0.5312537725143428,False,1,False
2013-07-04 10:00:00,69.96506224,-0.3007339933614874,-0.3007546872540536,False,1,False
2013-07-04 11:00:00,70.55619466,-0.1615624548881715,-0.16157357220832147,False,1,False
2013-07-04 12:00:00,70.30750511,-0.2201119542976902,-0.22012710048413842,False,1,False
2013-07-04 13:00:00,70.24625215,-0.2345328664162355,-0.23454900492417935,False,1,False
2013-07-04 14:00:00,69.85490839,-0.3266677439976936,-0.32669022242496937,False,1,False
2013-07-04 15:00:00,71.64329118,0.09437494600313158,0.09438144006445034,False,1,False
2013-07-04 16:00:00,71.24565942,0.000759671467769507,0.0007597237417394826,False,1,False
2013-07-04 17:00:00,70.74509976,-0.11708813322526024,-0.11709619021018121,False,1,False
2013-07-04 18:00:00,71.37329829,0.030809956828357746,0.030812076901081977,False,1,False
2013-07-04 19:00:00,71.7957509,0.1302688558441958,0.13027781981157915,False,1,False
2013-07-04 20:00:00,72.09160609999998,0.19992266259924876,0.1999364195345893,False,1,False
2013-07-04 21:00:00,71.55307612,0.07313542627984673,0.07314045882251774,False,1,False
2013-07-04 22:00:00,72.18769545,0.22254517866832962,0.22256049228807379,False,1,False
2013-07-04 23:00:00,70.64995744,-0.13948768804636352,-0.1394972863734381,False,1,False
2013-07-05 00:00:00,71.34274211,0.023616051644699886,0.02361767669556331,False,1,False
2013-07-05 01:00:00,71.5867281,0.08105818211393456,0.0810637598316163,False,1,False
2013-07-05 02:00:00,70.97700116,-0.06249110298267074,-0.062495403075776314,False,1,False
2013-07-05 03:00:00,70.24388209,-0.23509085458490103,-0.23510703148872789,False,1,False
2013-07-05 04:00:00,70.43282627,-0.19060733223608492,-0.19062044817157173,False,1,False
2013-07-05 05:00:00,69.74896285,-0.35161072343398825,-0.351634918219734,False,1,False
2013-07-05 06:00:00,68.74938222,-0.5869440758243444,-0.5869844642005027,False,1,False
2013-07-05 07:00:00,69.35162661,-0.44515642307942827,-0.4451870548649852,False,1,False
2013-07-05 08:00:00,68.85314844,-0.56251417824072,-0.56255288556423,False,1,False
2013-07-05 09:00:00,70.31790951,-0.2176624247068524,-0.21767740233802152,False,1,False
2013-07-05 10:00:00,70.30055692,-0.221747781160144,-0.22176303990994084,False,1,False
2013-07-05 11:00:00,72.53056283,0.3032671610067582,0.30328802920984554,False,1,False
2013-07-05 12:00:00,71.64320692,0.09435510849560166,0.09436160119187605,False,1,False
2013-07-05 13:00:00,72.92223804,0.39548007255297096,0.39550728604500757,False,1,False
2013-07-05 14:00:00,72.63758833,0.32846439767815666,0.3284869997354811,False,1,False
2013-07-05 15:00:00,72.95903086,0.40414228289861914,0.4041700924484817,False,1,False
2013-07-05 16:00:00,72.15222081,0.21419331018920357,0.21420804910614444,False,1,False
2013-07-05 17:00:00,72.16607562,0.21745517700231995,0.21747014037250814,False,1,False
2013-07-05 18:00:00,72.30558574,0.25030033550842296,0.2503175589961783,False,1,False
2013-07-05 19:00:00,72.3823022,0.2683618516817813,0.268380318005676,False,1,False
2013-07-05 20:00:00,72.61234869,0.3225221765945762,0.32254436976003137,False,1,False
2013-07-05 21:00:00,72.77599570000002,0.3610499334519323,0.3610747777618501,False,1,False
2013-07-05 22:00:00,71.91696888,0.1588074576810347,0.15881838542628635,False,1,False
2013-07-05 23:00:00,71.55368851,0.07327960253471319,0.07328464499833759,False,1,False
2013-07-06 00:00:00,71.63096403,0.09147273936981594,0.09147903372656656,False,1,False
2013-07-06 01:00:00,70.59673521,-0.1520179086525671,-0.1520283692002246,False,1,False
2013-07-06 02:00:00,70.85248247,-0.09180679785858696,-0.0918131152023315,False,1,False
2013-07-06 03:00:00,71.08476824,-0.03711927458527545,-0.037121828810262845,False,1,False
2013-07-06 04:00:00,70.84723252,-0.09304280453608729,-0.09304920693103974,False,1,False
2013-07-06 05:00:00,70.23242259999999,-0.23778878621487415,-0.23780514876684364,False,1,False
2013-07-06 06:00:00,70.12823808,-0.26231716503987973,-0.26233521542111843,False,1,False
2013-07-06 07:00:00,69.92923136,-0.3091697321667648,-0.30919100653335924,False,1,False
2013-07-06 08:00:00,69.28574982,-0.46066593313807475,-0.4606976321529507,False,1,False
2013-07-06 09:00:00,69.72638712,-0.356925774630568,-0.35695033515181723,False,1,False
2013-07-06 10:00:00,68.19010253,-0.7186164596434853,-0.7186659085655906,False,1,False
2013-07-06 11:00:00,68.91679541,-0.5475296393550573,-0.5475673155731894,False,1,False
2013-07-06 12:00:00,67.26820458,-0.9356608166707898,-0.935725200694033,False,1,False
2013-07-06 13:00:00,66.9649601,-1.007054297026918,-1.0071235937272947,False,1,False
2013-07-06 14:00:00,67.76538379,-0.8186088783713363,-0.8186652079002777,False,1,False
2013-07-06 15:00:00,66.91858576,-1.017972304608848,-1.0180423525913573,False,1,False
2013-07-06 16:00:00,67.60522282,-0.8563159095611994,-0.8563748337594155,False,1,False
2013-07-06 17:00:00,67.17661097,-0.9572248912956011,-0.9572907591705319,False,1,False
2013-07-06 18:00:00,67.99254044,-0.7651289145166321,-0.765181564020532,False,1,False
2013-07-06 19:00:00,67.25818019,-0.9380208797147965,-0.9380854261370107,False,1,False
2013-07-06 20:00:00,66.59407898,-1.0943716125974374,-1.0944469177145126,False,1,False
2013-07-06 21:00:00,67.86855757,-0.7943184601724731,-0.7943731182465219,False,1,False
2013-07-06 22:00:00,67.2922007,-0.9300113600942258,-0.9300753553711015,False,1,False
2013-07-06 23:00:00,67.16337656,-0.9603406960428453,-0.960406778320305,False,1,False
2013-07-07 00:00:00,66.27568448,-1.169331893758202,-1.1694123569885577,False,1,False
2013-07-07 01:00:00,65.96858705,-1.2416324821683262,-1.2417179204950861,False,1,False
2013-07-07 02:00:00,65.31642297,-1.3951728316396548,-1.3952688352751816,False,1,False
2013-07-07 03:00:00,65.42912751,-1.3686385667371705,-1.3687327445158295,False,1,False
2013-07-07 04:00:00,66.75098393,-1.0574311529867497,-1.0575039161833257,False,1,False
2013-07-07 05:00:00,64.68391715,-1.5440849959610192,-1.544191246433945,False,1,False
2013-07-07 06:00:00,64.56520692,-1.5720331929853368,-1.572141366609617,False,1,False
2013-07-07 07:00:00,66.12965686,-1.2037114808818385,-1.2037943098157666,False,1,False
